0,18145.4,103305.65
1,17951.5,130073.77
2,15931.56,97325.74
3,17450.77,89625.35
4,13735.37,110467.9
5,21336.27,89360.39
6,20957.47,97501.48
7,18780.33,88241.42
8,21771.26,98514.09
9,20523.44,120565.01
10,17240.21,94882.09
11,15034.11,103139.58
12,14159.41,98275.07
13,20020.25,98405.83
14,14352.8,104336.85
15,16381.96,136866.46
16,22194,104775.55
17,22340.13,118660.7
18,20403.87,97932.33
19,15073.9,127368.47
20,19923.38,108413.51
21,22211.55,99299.12
22,21115,113303.74
23,21098.97,89051.6
24,19765.48,114267.46
25,22148.04,123657.49
26,21892.12,83684.2
27,19167.66,112200.2
28,18021.69,128501.19
29,22437.92,81875
30,17419.68,99163.82
31,20572.42,94010.87
32,19363.95,88093.12
33,18761.39,134966.97
34,15064.98,98877.03
35,18639.35,107827.28
36,17305.88,86935.28
37,20936.67,83619.8
38,20187.14,92487.31
39,14455.64,105293.04
40,19356.91,93478.05
41,15908.73,100357.24
42,14298.98,136705.15
43,19127.07,100833.04
44,15788.88,82613.37
45,13882.26,129549.83
46,15909.14,89166.54
47,21569.64,84492.63
48,22049.67,127816
49,15858.1,86347.32
50,21796.37,120782.87
51,16521.87,115339.37
52,21594.87,99225.71
53,22971.89,111480.6
54,21373.38,106913.92
55,18912.92,110537.44
56,17001.6,97440.49
57,20038.51,109202.78
58,20096.74,131732.8
59,21701.46,92954.93
60,15960.27,110636.4
61,16720.06,112051.54
62,21122.96,134315.49
63,17163.56,119600.25
64,20018.01,125918.83
65,19098.95,87271.88
66,15768.95,117865.64
67,21480.96,95241.92
68,16194.35,104979.59
69,18351.02,132563.9
70,16877.55,91163.29
71,21117.6,123481.01
72,16792.26,129159.68
73,19613.95,130921.82
74,19854.2,112163.59
75,20500.03,132926.2
76,15673.06,127709.88
77,21725.26,131160.54
78,16340.79,124287.24
79,16950.7,111413.79
80,19147.35,86129.93
81,20753.12,117582.67
82,16492.56,104336.13
83,18339.3,103950
84,22463.12,102424.21
85,22336.6,125031.5
86,17301.18,98262.83
87,17837.46,113801.24
88,16626.25,108620.76
89,17938.42,94219.21
90,21437.44,132452.64
91,22547.29,123409.91
92,18925.23,119927.95
93,21624.2,87590.93
94,22090.57,133818.67
95,14456.14,102934.14
96,17563.92,114652.07
97,22780.02,96982.92
98,16235.2,87273.64
99,22097.21,112140.15
100,20858.6,95397.85
101,15315.24,111237.71
102,16388.78,96657.79
103,21759.59,137270.65
104,22272.21,103346.04
105,17532.92,101044.03
106,18718.95,127967.29
107,13979.03,83879.31
108,17052.57,107006.47
109,14499.42,99195.55
110,15074.15,133832.88
111,15874.5,104307.83
112,21969,90106.87
113,22495.08,133410.12
114,23145.01,127341.83
115,19219.07,101484.1
116,18627.4,89689.84
117,21519.14,93955
118,19425.55,136167.38
119,20115,135227.29
120,18355.98,87420.26
121,19269.12,120619.64
122,18898.2,105724.02
123,21773.13,82110.59
124,17100.28,115983.54
125,22819.58,112104.99
126,15993.93,105684.9
127,17740.97,93276.36
128,21805.06,102735.1
129,15702.7,102017.59
130,18190.98,83998.46
131,22649.3,128164.89
132,16393.39,125603.34
133,14072.69,104825.61
134,16876.85,115203.9
135,18197.78,98197.48
136,16010.69,117852.28
137,15845.9,115832.05
138,21047.36,132213.75
139,14771.32,93286.38
140,17132.04,87079.53
141,21669.14,121410.95
142,14292.29,108819.42
143,15228.62,85447.4
144,15024.09,123452.39
145,21738.2,134848.19
146,15788.33,127318.38
147,20330.41,108621.24
148,18860.96,117799.7
149,14344.67,127699.18
150,16410.84,125239.67
151,22867.59,85097.02
152,16021.3,121661.92
153,16486.98,97189.13
154,14348.1,86102.81
155,22109.67,111120.22
156,19602.76,88740.25
157,14894.67,111916.35
158,14615.83,93333.94
159,21656.68,110972.6
160,19111.81,125894.98
161,13990.5,107637.52
162,18575.77,110809.44
163,19718.48,98204.74
164,15115.24,98873.82
165,22968.93,131949.63
166,16372.26,136258.41
167,20066.8,133936.54
168,19731.7,111757.12
169,21206.95,86202.3
170,14216.17,99770.25
171,20205.77,90631.52
172,21124.69,92438.74
173,16646.21,86599.12
174,20980.71,101225.95
175,15568,113101.23
176,22479.68,117969.53
177,22761.1,108600.24
178,14267.91,103302.07
179,18695.07,108130.75
180,15633.76,132609.65
